客户ID,姓名,性别,出生日期,年龄,年龄段,婚姻状况,家庭结构,子女数量,是否有老人,教育程度,职业类别,职业,年收入,收入段,所在省份,所在城市等级,所在区域,获客渠道,获客日期,持有保单数,总年缴保费,客户价值等级,风险等级,互动频次,活跃度等级,互动评分,续保倾向评分,增购倾向评分,投诉次数,理赔次数总计
CUST00003206,许志杰,男,1976-02-23,50,中年,已婚,三口之家,1,0,本科,1,教师,20951.35,<5万,海南,新一线,华南,广告投放,2020-08-28,2,1998.97,大众,低风险,7,一般,40.44,0.5486,0.7853,0,0
CUST00003207,侯瀚,男,1972-10-11,53,中年,丧偶,三口之家,2,0,本科,1,医生,112170.88,10-20万,青海,新一线,西北,活动获客,2020-10-22,2,3923.67,高净值,中低风险,0,流失,9.84,0.416,0.9082,0,3
CUST00003208,江军,男,1986-06-18,39,中青,已婚,三口之家,1,0,本科,1,IT技术,73684.34,5-10万,广西,一线,华南,自然流量,2018-08-05,4,10612.09,高净值,中低风险,8,一般,43.97,0.7819,0.8981,0,0
CUST00003209,龙宇超,男,1986-01-18,40,中青,未婚,二人世界,0,0,大专,2,服务业,44467.63,<5万,吉林,二线,东北,广告投放,2018-09-14,3,9559.12,高净值,中风险,4,活跃,67.36,0.8012,0.8351,0,0
CUST00003210,吕逸,男,1961-03-13,65,中老,丧偶,二人世界,2,0,本科,1,公务员,30476.21,<5万,内蒙古,新一线,华北,自然流量,2022-01-16,4,8488.949999999999,核心,中低风险,4,一般,54.66,0.761,0.8242,0,4
CUST00003211,宋昊思,男,1981-03-27,45,中青,未婚,单身,0,1,高中及以下,1,企业职员,25729.84,<5万,贵州,新一线,西南,转介绍,2021-12-18,3,3991.09,大众,中低风险,5,一般,43.5,0.6231,0.8897,0,0
CUST00003212,段诗文,女,1945-06-09,81,老年,离异,独居老人,3,0,本科,1,IT技术,82422.42,5-10万,西藏,三线,西南,自然流量,2018-11-20,1,712.4,大众,中高风险,11,活跃,62.07,0.7277,0.8572,0,2
CUST00003213,王静颖,女,1964-02-26,62,中老,已婚,二人世界,1,1,高中及以下,2,农民,66168.87,5-10万,河北,一线,华北,活动获客,2022-05-24,1,1649.46,大众,中高风险,6,活跃,59.03,0.6291,0.8278,0,0
CUST00003214,杨丹雅,女,1984-07-29,41,中青,已婚,三口之家,1,0,本科,3,工人,32060.5,<5万,湖南,三线,华中,广告投放,2024-02-23,1,1325.01,大众,中高风险,6,活跃,62.73,0.6316,0.7673,0,0
CUST00003215,范磊彦,男,2002-02-27,24,青年,未婚,单身,0,0,高中及以下,1,企业职员,33111.39,<5万,西藏,二线,西南,活动获客,2019-05-19,1,2292.29,大众,低风险,6,一般,40.1,0.7198,0.7447,0,0
CUST00003216,严红,女,1995-06-19,30,青壮,已婚,三口之家,1,0,高中及以下,0,退休,50595.74,5-10万,天津,二线,华北,广告投放,2019-11-25,2,9061.06,高净值,低风险,8,活跃,59.34,0.7593,0.7972,0,1
CUST00003217,雷哲,男,1959-06-29,66,老年,已婚,二人世界,1,0,高中及以下,2,自由职业,34229.58,<5万,青海,三线,西北,自然流量,2020-08-16,2,2174.65,大众,中高风险,12,沉睡,16.86,0.6359,0.8314,0,1
CUST00003218,叶峰宇,男,1986-09-28,39,中青,未婚,四口之家,2,0,高中及以下,0,退休,34086.46,<5万,山东,二线,华东,活动获客,2023-08-28,0,0.0,低价值,低风险,9,活跃,57.45,0.5703,0.6767,0,0
CUST00003219,毛浩,男,1994-06-09,31,青壮,已婚,四口之家,2,0,本科,2,自由职业,167281.89,10-20万,重庆,新一线,西南,企业合作,2023-11-25,3,3639.8999999999996,高净值,中低风险,5,一般,35.55,0.6102,0.9399,0,3
CUST00003220,廖鹏,男,1974-01-09,52,中年,已婚,二人世界,0,0,本科,1,公务员,82673.05,5-10万,江苏,三线,华东,代理人拓展,2018-05-05,1,617.15,大众,中低风险,5,一般,30.11,0.4655,0.8612,0,0
CUST00003221,李健波,男,1985-06-20,40,中青,未婚,三口之家,1,0,大专,2,自由职业,33985.67,<5万,内蒙古,四线及以下,华北,广告投放,2019-04-28,1,2886.02,大众,中风险,6,沉睡,24.91,0.4688,0.8298,0,3
CUST00003222,苏婉,女,1981-11-19,44,中青,未婚,三口之家,1,0,高中及以下,1,公务员,48521.72,<5万,广东,新一线,华南,活动获客,2025-04-28,3,4026.96,核心,中低风险,7,沉睡,16.06,0.689,0.827,0,0
CUST00003223,施艳若,女,1983-05-06,43,中青,已婚,二人世界,0,1,高中及以下,2,个体经营,102445.46,10-20万,内蒙古,一线,华北,活动获客,2024-07-26,1,2632.39,核心,中风险,4,沉睡,22.2,0.458,0.8462,0,1
CUST00003224,黄雨婷,女,1951-08-14,74,老年,未婚,二人世界,2,0,高中及以下,2,个体经营,22382.05,<5万,山西,四线及以下,华北,自然流量,2018-12-17,1,7473.23,核心,高风险,12,活跃,56.9,0.6811,0.8128,0,0
CUST00003225,史斌,男,1972-06-26,53,中年,未婚,三口之家,0,0,高中及以下,3,工人,75488.41,5-10万,湖南,二线,华中,自然流量,2019-10-11,0,0.0,低价值,中风险,5,活跃,71.61,0.7033,0.7565,0,0
CUST00003226,严欢欢,女,2003-07-12,22,青年,未婚,单身,0,0,硕士,1,金融从业,118005.1,10-20万,四川,三线,西南,自然流量,2026-01-27,1,484.2,大众,中低风险,5,一般,33.13,0.5812,0.8047,0,1
CUST00003227,杨诗,女,1967-01-08,59,中老,未婚,二人世界,0,1,高中及以下,2,服务业,17613.07,<5万,辽宁,二线,东北,转介绍,2018-08-16,3,5823.74,大众,中高风险,3,沉睡,13.42,0.5566,0.8165,0,1
CUST00003228,邱轩,男,1991-04-26,35,青壮,已婚,三代同堂,1,1,大专,2,自由职业,30935.85,<5万,四川,新一线,西南,广告投放,2023-08-26,1,3720.05,大众,中风险,9,一般,49.53,0.538,0.8372,0,3
CUST00003229,许红,女,1951-11-11,74,老年,丧偶,空巢,0,0,高中及以下,1,公务员,15392.33,<5万,湖北,三线,华中,代理人拓展,2023-01-08,1,2588.41,大众,中低风险,5,一般,35.36,0.5615,0.559,0,1
CUST00003230,林洁,女,1990-07-22,35,青壮,已婚,单身,0,1,高中及以下,2,个体经营,71144.72,5-10万,四川,二线,西南,转介绍,2019-03-01,1,3903.2,核心,中风险,5,沉睡,11.63,0.487,0.853,0,2
CUST00003231,孙涛远,男,2002-07-28,23,青年,未婚,单身,0,0,大专,0,退休,21947.95,<5万,黑龙江,新一线,东北,活动获客,2024-11-16,4,7763.26,核心,低风险,8,一般,32.63,0.6994,0.8968,0,1
CUST00003232,袁林,男,1995-10-20,30,青壮,已婚,单身,0,0,本科,1,医生,78931.07,5-10万,山东,二线,华东,活动获客,2019-12-25,3,7659.1900000000005,高净值,低风险,11,活跃,64.1,0.8103,0.9131,0,8
CUST00003233,许丽琪,女,1953-08-29,72,老年,已婚,空巢,0,0,高中及以下,0,退休,32411.86,<5万,云南,三线,西南,自然流量,2022-12-27,1,897.4,大众,低风险,4,沉睡,23.49,0.4282,0.7099,0,0
CUST00003234,洪瑞,男,1988-05-22,38,中青,已婚,三代同堂,2,1,高中及以下,0,退休,56746.72,5-10万,西藏,三线,西南,自然流量,2020-03-04,1,3095.95,核心,低风险,5,一般,51.28,0.6351,0.747,0,1
CUST00003235,袁晨思,男,1963-10-26,62,中老,已婚,空巢,0,0,大专,0,退休,103933.32,10-20万,上海,一线,华东,广告投放,2018-06-26,4,7734.24,高净值,中低风险,5,沉睡,25.96,0.5628,0.8552,0,2
CUST00003236,魏毅思,男,1999-04-22,27,青壮,已婚,二人世界,0,0,高中及以下,2,农民,14029.64,<5万,宁夏,二线,西北,活动获客,2025-02-03,3,10023.51,核心,中低风险,6,一般,51.76,0.662,0.8415,0,0
CUST00003237,郝月佳,女,1963-09-10,62,中老,未婚,三口之家,0,1,高中及以下,1,企业职员,12848.1,<5万,广西,三线,华南,代理人拓展,2024-12-31,0,0.0,低价值,中高风险,6,活跃,61.44,0.609,0.7268,0,0
CUST00003238,杨鹏,男,1986-05-18,40,中青,已婚,三代同堂,1,0,硕士,2,个体经营,27484.93,<5万,广东,三线,华南,转介绍,2022-05-05,1,753.83,低价值,中低风险,5,一般,40.81,0.576,0.5997,0,0
CUST00003239,姚平,男,1968-11-03,57,中老,已婚,二人世界,2,1,本科,1,公务员,28760.67,<5万,江苏,三线,华东,企业合作,2022-08-06,0,0.0,低价值,中风险,3,沉睡,10.74,0.474,0.7935,0,0
CUST00003240,赖远轩,男,1982-06-24,43,中青,未婚,三口之家,1,1,本科,0,退休,68482.48,5-10万,广西,新一线,华南,转介绍,2019-07-18,2,4160.3,核心,低风险,6,活跃,58.05,0.742,0.855,0,0
CUST00003241,任文慧,女,1995-04-22,31,青壮,已婚,三代同堂,1,1,大专,2,农民,15756.32,<5万,四川,三线,西南,活动获客,2024-03-30,5,9739.1,核心,中低风险,8,一般,50.14,0.6072,0.8765,2,4
CUST00003242,萧娜佳,女,1946-01-09,80,老年,已婚,二人世界,1,0,大专,2,自由职业,99734.76,5-10万,新疆,三线,西北,广告投放,2024-12-13,0,0.0,低价值,中高风险,6,活跃,72.22,0.6014,0.8436,0,0
CUST00003243,朱丹琴,女,1963-05-26,63,中老,已婚,二人世界,0,1,大专,1,教师,36227.39,<5万,福建,一线,华东,自然流量,2020-10-13,2,3154.4799999999996,大众,中低风险,4,沉睡,17.38,0.6101,0.8036,0,0
CUST00003244,姜轩,男,1986-09-16,39,中青,已婚,二人世界,0,0,本科,1,教师,153625.39,10-20万,四川,二线,西南,自然流量,2019-03-20,3,3473.45,高净值,中低风险,2,一般,41.81,0.5874,0.8925,0,4
CUST00003245,夏皓刚,男,1944-07-12,81,老年,丧偶,二人世界,0,0,本科,1,公务员,137257.52,10-20万,新疆,二线,西北,自然流量,2023-08-30,1,1741.46,核心,中高风险,14,高度活跃,83.41,0.7466,0.8194,0,1
CUST00003246,梁雅艺,女,2012-05-27,14,少儿,未婚,单身,0,0,高中及以下,3,工人,47160.47,<5万,河南,三线,华中,转介绍,2018-04-21,1,1685.3,大众,中高风险,2,沉睡,23.56,0.4226,0.801,0,1
CUST00003247,康志,男,1996-11-14,29,青壮,未婚,二人世界,0,1,大专,1,教师,40709.17,<5万,江苏,新一线,华东,活动获客,2024-12-09,4,6609.93,核心,中低风险,10,沉睡,14.98,0.5811,0.892,0,0
CUST00003248,高洁芬,女,1989-08-18,36,中青,已婚,三代同堂,1,0,大专,0,退休,45275.52,<5万,西藏,三线,西南,自然流量,2018-03-30,1,1102.5,大众,低风险,9,一般,45.89,0.5739,0.7148,0,1
CUST00003249,史婷敏,女,1977-05-27,49,中年,已婚,三口之家,1,0,硕士,1,企业职员,18364.2,<5万,湖南,四线及以下,华中,广告投放,2021-02-15,2,2398.13,大众,中低风险,8,一般,48.2,0.6525,0.7647,0,0
CUST00003250,朱华,男,1992-12-08,33,青壮,已婚,单身,0,1,本科,1,公务员,79297.35,5-10万,福建,三线,华东,转介绍,2024-10-17,5,8508.4,高净值,中低风险,8,沉睡,24.93,0.5238,0.9035,0,2
CUST00003251,李琴莉,女,1980-04-19,46,中年,已婚,二人世界,0,1,大专,2,农民,24162.2,<5万,宁夏,四线及以下,西北,企业合作,2023-04-26,2,7186.959999999999,核心,中风险,7,活跃,63.04,0.6526,0.7494,0,0
CUST00003252,周婷娜,女,1998-06-29,27,青壮,未婚,单身,0,0,高中及以下,1,医生,13487.29,<5万,天津,四线及以下,华北,企业合作,2018-03-13,3,12083.46,核心,中低风险,12,一般,41.39,0.749,0.7886,0,1
CUST00003253,熊毅,男,1962-12-06,63,中老,已婚,二人世界,1,1,本科,3,工人,45759.98,<5万,黑龙江,一线,东北,活动获客,2020-04-01,8,21494.57,高净值,高风险,3,一般,44.93,0.8011,0.8986,0,5
CUST00003254,谭红,女,1977-11-28,48,中年,已婚,四口之家,2,0,高中及以下,1,企业职员,4439.27,<5万,云南,三线,西南,广告投放,2020-03-26,1,668.76,低价值,低风险,3,一般,46.1,0.4937,0.6057,0,0
CUST00003255,马勇,男,1977-06-08,48,中年,未婚,四口之家,2,0,大专,1,教师,24600.02,<5万,云南,二线,西南,转介绍,2019-02-08,3,7355.33,核心,中低风险,7,一般,46.59,0.678,0.8447,0,0
CUST00003256,邹颖燕,女,1995-08-18,30,青壮,已婚,二人世界,0,0,高中及以下,1,医生,39143.35,<5万,贵州,四线及以下,西南,企业合作,2022-08-26,1,853.37,大众,中低风险,10,活跃,61.02,0.5714,0.7246,0,2
CUST00003257,雷斌健,男,1974-02-12,52,中年,已婚,空巢,0,1,本科,1,企业职员,58710.91,5-10万,黑龙江,新一线,东北,自然流量,2018-09-08,2,4228.57,核心,中低风险,5,一般,54.28,0.5915,0.8608,0,1
CUST00003258,江斌志,男,1994-10-15,31,青壮,已婚,四口之家,2,1,高中及以下,2,农民,15954.51,<5万,广西,四线及以下,华南,转介绍,2025-12-26,0,0.0,低价值,中风险,1,流失,9.65,0.4586,0.6634,0,0
CUST00003259,杨娟,女,1969-02-19,57,中老,已婚,三代同堂,2,0,大专,1,企业职员,56370.1,5-10万,黑龙江,三线,东北,自然流量,2023-08-05,2,4325.3,核心,中高风险,9,沉睡,25.84,0.488,0.8656,0,2
CUST00003260,陆峰,男,1973-11-29,52,中年,未婚,空巢,3,0,硕士,2,服务业,222516.91,20-50万,天津,三线,华北,活动获客,2022-05-15,1,2447.06,高净值,中风险,7,一般,52.89,0.6606,0.8335,0,0
CUST00003261,韦泽,男,1981-08-13,44,中青,已婚,三代同堂,4,1,高中及以下,1,企业职员,163483.0,10-20万,辽宁,一线,东北,活动获客,2022-06-22,2,3953.83,高净值,低风险,6,一般,31.31,0.4943,0.8985,1,2
CUST00003262,袁婉敏,女,1999-06-20,26,青壮,未婚,单身,0,0,大专,1,公务员,33496.99,<5万,吉林,新一线,东北,活动获客,2023-05-08,2,2372.31,大众,中低风险,7,一般,30.35,0.6886,0.8553,0,2
CUST00003263,杨毅,男,1967-06-27,58,中老,已婚,空巢,1,0,大专,2,农民,9145.4,<5万,安徽,三线,华东,转介绍,2020-05-17,1,602.0,低价值,中高风险,7,活跃,61.03,0.6797,0.5798,0,2
CUST00003264,牛恒恒,男,1958-12-12,67,老年,已婚,单身,1,0,高中及以下,1,企业职员,337287.52,20-50万,西藏,一线,西南,自然流量,2023-03-06,1,1762.59,高净值,中风险,5,沉睡,28.76,0.5058,0.8677,0,1
CUST00003265,戴瑞,男,1966-07-18,59,中老,已婚,单身,2,1,本科,0,学生,205175.13,20-50万,广东,三线,华南,代理人拓展,2020-06-14,0,0.0,低价值,中低风险,5,一般,34.81,0.5049,0.8303,0,0
CUST00003266,董哲,男,1953-07-22,72,老年,已婚,空巢,2,0,高中及以下,1,医生,73782.63,5-10万,山东,一线,华东,广告投放,2018-09-13,2,3285.21,核心,中风险,8,一般,38.3,0.5176,0.8641,0,0
CUST00003267,范林,男,1951-11-26,74,老年,未婚,空巢,1,1,大专,1,企业职员,14639.29,<5万,湖北,三线,华中,转介绍,2023-04-16,0,0.0,低价值,中高风险,5,一般,45.46,0.5419,0.8444,0,0
CUST00003268,沈若,女,2007-05-16,19,青年,未婚,单身,0,0,本科,0,退休,117507.63,10-20万,江苏,二线,华东,广告投放,2021-01-16,5,6768.89,高净值,低风险,6,活跃,77.95,0.8856,0.9081,0,11
CUST00003269,吕晓,女,1985-04-21,41,中青,已婚,四口之家,2,1,本科,1,企业职员,38860.61,<5万,浙江,三线,华东,自然流量,2020-05-22,2,12343.07,高净值,中低风险,6,一般,48.14,0.5859,0.8776,0,0
CUST00003270,孟睿军,男,1993-10-05,32,青壮,已婚,二人世界,0,0,本科,0,退休,38724.91,<5万,湖南,三线,华中,自然流量,2019-05-07,1,3027.08,大众,低风险,4,一般,34.9,0.5131,0.7319,0,0
CUST00003271,杜莉洁,女,1973-08-08,52,中年,已婚,单身,2,1,高中及以下,0,学生,67191.07,5-10万,黑龙江,二线,东北,转介绍,2024-07-11,0,0.0,低价值,低风险,6,沉睡,21.04,0.4458,0.7751,0,0
CUST00003272,杜凤,女,2002-07-03,23,青年,未婚,单身,0,0,高中及以下,1,医生,81717.49,5-10万,北京,一线,华北,自然流量,2022-04-11,1,430.82,大众,低风险,9,一般,46.1,0.5778,0.7605,0,0
CUST00003273,杜文娜,女,1950-03-16,76,老年,丧偶,空巢,1,0,本科,0,退休,46991.23,<5万,海南,一线,华南,自然流量,2021-12-01,3,3708.15,核心,中低风险,6,沉睡,28.56,0.5308,0.8879,0,2
CUST00003274,秦玲婷,女,1974-07-14,51,中年,离异,空巢,0,0,大专,1,企业职员,28381.33,<5万,海南,三线,华南,企业合作,2019-09-25,2,1296.25,大众,中低风险,4,沉睡,26.36,0.5316,0.7664,0,0
CUST00003275,施敏,女,1985-08-07,40,中青,已婚,四口之家,2,0,本科,1,IT技术,95111.68,5-10万,陕西,二线,西北,广告投放,2021-08-05,3,2167.75,核心,中低风险,5,活跃,70.69,0.7425,0.793,0,0
CUST00003276,顾艺艺,女,1984-12-09,41,中青,已婚,三口之家,1,0,本科,1,IT技术,59904.18,5-10万,黑龙江,三线,东北,广告投放,2018-12-28,2,2198.55,大众,中低风险,5,一般,33.96,0.6688,0.8547,0,0
CUST00003277,钟艺欣,女,1975-01-21,51,中年,丧偶,二人世界,2,1,本科,1,公务员,71927.33,5-10万,湖南,二线,华中,活动获客,2022-01-04,1,705.34,大众,中低风险,29,高度活跃,88.05,0.7451,0.8334,0,2
CUST00003278,丁婷,女,1966-12-19,59,中老,已婚,三代同堂,1,0,大专,2,农民,97819.3,5-10万,西藏,二线,西南,代理人拓展,2020-07-07,1,222.66,低价值,高风险,5,活跃,73.53,0.6807,0.8383,0,0
CUST00003279,钱泽昊,男,1951-10-10,74,老年,已婚,空巢,1,0,大专,3,工人,39508.82,<5万,内蒙古,二线,华北,自然流量,2020-06-12,2,2022.9199999999998,大众,高风险,7,沉睡,26.23,0.4096,0.7613,0,4
CUST00003280,陆辉,男,1976-08-14,49,中年,已婚,单身,0,0,本科,1,金融从业,122131.73,10-20万,黑龙江,一线,东北,企业合作,2025-05-08,2,2547.05,核心,中低风险,12,活跃,64.06,0.6873,0.7994,0,1
CUST00003281,钱艺婉,女,1988-04-01,38,中青,未婚,四口之家,2,1,大专,1,公务员,4791.39,<5万,吉林,二线,东北,广告投放,2021-05-31,6,13419.080000000002,大众,低风险,5,一般,33.29,0.6624,0.7935,0,6
CUST00003282,郝浩,男,1982-02-03,44,中青,已婚,三代同堂,1,1,高中及以下,3,工人,13111.85,<5万,广东,四线及以下,华南,自然流量,2020-01-17,0,0.0,低价值,中风险,8,沉睡,14.22,0.4261,0.6677,0,0
CUST00003283,徐飞,男,1977-04-23,49,中年,已婚,三代同堂,1,1,本科,1,医生,51102.3,5-10万,西藏,四线及以下,西南,转介绍,2021-02-21,3,5869.6,核心,中低风险,3,一般,33.28,0.676,0.7926,0,1
CUST00003284,邹然景,男,1979-06-29,46,中年,已婚,二人世界,0,1,硕士,1,金融从业,68335.79,5-10万,河北,二线,华北,广告投放,2025-06-23,3,21532.850000000002,高净值,中低风险,5,活跃,70.98,0.7025,0.8465,0,2
CUST00003285,苏浩平,男,1998-01-03,28,青壮,已婚,三代同堂,1,0,大专,2,农民,25705.16,<5万,四川,三线,西南,活动获客,2020-09-29,0,0.0,低价值,中低风险,4,沉睡,24.05,0.4005,0.7728,2,0
CUST00003286,萧凤燕,女,1999-03-01,27,青壮,未婚,单身,0,0,高中及以下,1,金融从业,8664.68,<5万,吉林,四线及以下,东北,自然流量,2023-07-15,2,4710.4800000000005,大众,中低风险,9,一般,31.64,0.7143,0.6985,0,3
CUST00003287,任慧,女,1991-03-20,35,青壮,已婚,单身,0,1,大专,1,企业职员,102727.71,10-20万,内蒙古,二线,华北,广告投放,2020-10-03,2,4531.88,高净值,中低风险,6,一般,41.46,0.6046,0.8679,0,0
CUST00003288,蒋勇,男,1961-05-13,65,中老,已婚,二人世界,1,0,本科,2,自由职业,158215.13,10-20万,宁夏,一线,西北,活动获客,2025-07-03,1,625.69,大众,中高风险,5,一般,54.65,0.6271,0.8603,0,0
CUST00003289,卢瑞,男,1989-12-13,36,中青,已婚,二人世界,0,1,硕士,2,服务业,288093.97,20-50万,黑龙江,一线,东北,转介绍,2018-08-03,2,5355.58,高净值,中风险,5,沉睡,15.79,0.4897,0.8392,1,1
CUST00003290,沈明涛,男,1993-08-25,32,青壮,已婚,二人世界,0,1,高中及以下,1,企业职员,10730.28,<5万,湖南,二线,华中,企业合作,2023-12-06,3,1810.3899999999999,低价值,中低风险,3,活跃,58.06,0.6854,0.775,0,2
CUST00003291,孔泽,男,1973-02-09,53,中年,已婚,三口之家,0,0,高中及以下,0,学生,16053.98,<5万,甘肃,四线及以下,西北,企业合作,2018-08-15,1,1132.17,低价值,低风险,6,沉睡,23.74,0.3735,0.6958,0,0
CUST00003292,谢梦芬,女,1952-01-16,74,老年,已婚,空巢,1,0,硕士,2,自由职业,51674.13,5-10万,浙江,三线,华东,广告投放,2020-06-09,0,0.0,低价值,中高风险,9,活跃,68.52,0.7675,0.6017,0,0
CUST00003293,牛欣,女,1981-10-16,44,中青,未婚,四口之家,2,0,大专,2,农民,75272.3,5-10万,广西,一线,华南,代理人拓展,2024-10-27,3,8515.380000000001,高净值,中风险,4,一般,53.44,0.6979,0.8996,0,2
CUST00003294,谭彤梦,女,2026-01-15,0,少儿,未婚,单身,0,0,大专,1,金融从业,42985.84,<5万,西藏,新一线,西南,自然流量,2025-02-09,2,3403.6099999999997,核心,中低风险,4,活跃,67.11,0.6656,0.8546,0,0
CUST00003295,袁兰霞,女,1973-09-10,52,中年,已婚,单身,0,0,硕士,2,农民,49341.32,<5万,广西,三线,华南,自然流量,2025-11-16,2,1835.46,大众,中低风险,7,沉睡,26.51,0.6766,0.8209,0,2
CUST00003296,唐欣若,女,1986-02-07,40,中青,已婚,二人世界,0,1,高中及以下,1,教师,32558.0,<5万,北京,四线及以下,华北,转介绍,2022-06-20,1,2185.28,大众,中低风险,7,一般,35.76,0.4469,0.7479,0,0
CUST00003297,朱若,女,1975-12-26,50,中年,离异,二人世界,0,1,本科,1,公务员,10985.47,<5万,青海,三线,西北,广告投放,2023-07-20,2,3007.16,大众,中低风险,6,一般,45.11,0.6353,0.713,0,0
CUST00003298,周霞宁,女,1988-06-11,37,中青,已婚,四口之家,2,0,高中及以下,3,工人,87256.36,5-10万,辽宁,三线,东北,广告投放,2021-12-31,0,0.0,低价值,中高风险,2,活跃,61.14,0.5759,0.8006,0,0
